trip_date,vehicle_id,tonnage,product,delivery_number,quantity,distributor,amount
8/22/2025,KCU278L,13,UDV,1056183358,500,TOKI KITUI,37000
8/22/2025,KDH312K,7,UDV,1056181617,434,MISTERTHREEDISTRIBUTORSLTD,22300
8/22/2025,KAT547U,7,UDV,1056184928,413,ENGIPRODISTRIBUTORSLIMITED,13600
8/25/2025,KCU278L,13,UDV,1056196218,637,KISAJU KAGIO,30000
8/26/2025,KDH312K,7,UDV,1056198818,320,MISTERTHREEDISTRIBUTORSLTD,22300
8/30/2025,KAT547U,7,UDV,1056215291,317,MUCHARAGE KAHURO,21500
8/29/2025,KDH312K,7,UDV,1056211171,367,MALEXEDISTRIBUTORSLIMITED KITHYUKO,22000
8/30/2025,KDH312K,7,UDV,1056218591,462,SENATORYETUAGENCIES,20000
9/4/2025,KCU278L,13,KEG,1056238070,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
9/4/2025,KBT436A,13,KEG,1056238609,216,DAVID MUNYAE KAKUKU,23000
9/2/2025,KBT436A,13,KEG,1056225329,216,BIA POA DISTRIBUTORS LIMITED,19000
9/5/2025,KCD001A,13,KEG,1056242786,216,MANARA LIMITED,20000
9/4/2025,KBT436A,13,KEG,1056233757,216,BIA POA DISTRIBUTORS LIMITED,19000
9/9/2025,KCD001A,13,KEG,1056251125,216,MUCHARAGE ENTERPRISES KANGARI,20000
9/7/2025,KCU278L,13,KEG,1056245299,216,BIA POA DISTRIBUTORS LIMITED,19000
9/10/2025,KCU278L,13,KEG,1056256027,216,MANARA LIMITED,20000
9/9/2025,KBV646Z,13,KEG,1056250775,216,BIA POA DISTRIBUTORS LIMITED,19000
9/10/2025,KCD001A,13,KEG,1056255912,216,BIA POA DISTRIBUTORS LIMITED,19000
9/10/2025,KCD001A,13,KEG,1056259764,216,INTRICATE MARKETING EMALI KIBWEZI,41000
9/11/2025,KBV646Z,13,KEG,1056261362,216,MUCHARAGE ENTERPRISES KANGARI,20000
9/13/2025,KBV646Z,13,KEG,1056271657,216,MUCHARAGE ENTERPRISES KANGARI,20000
9/14/2025,KCD001A,13,KEG,1056272112,216,MANARA LIMITED,20000
9/17/2025,KCU278L,13,KEG,1056283747,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
9/16/2025,KCD001A,13,KEG,1056280876,216,HIGHMARK TRADING MUKOTHIMA,54000
9/18/2025,KCU278L,13,KEG,1056290690,216,MANARA LIMITED,20000
9/17/2025,KBT436A,13,KEG,1056288128,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
9/19/2025,KBV646Z,13,KEG,1056298847,216,BIA POA DISTRIBUTORS LIMITED,19000
9/20/2025,KBT436A,13,KEG,1056299426,216,BIA POA DISTRIBUTORS LIMITED,19000
9/23/2025,KBV646Z,13,KEG,1056310773,216,BIA POA DISTRIBUTORS LIMITED,19000
9/22/2025,KBV646Z,13,KEG,1056304569,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
9/20/2025,KCU278L,13,KEG,1056299425,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
9/20/2025,KBV646Z,13,KEG,1056299753,216,MANARA LIMITED,20000
9/27/2025,KCU278L,13,KEG,1056329486,216,MANARA LIMITED,20000
9/26/2025,KBT436A,13,KEG,1056324403,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
9/30/2025,KCU278L,13,KEG,1056335510,216,MANARA LIMITED,20000
9/28/2025,KBV646Z,13,KEG,1056330449,216,MANARA LIMITED,20000
9/26/2025,KBV646Z,13,KEG,1056324406,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
9/21/2025,KCD001A,13,KEG,1056299930,216,MANARA LIMITED,20000
9/12/2025,KCD001A,13,KEG,665905,300,DAVID MUNYAE DISTRIBUTORS COMPANY,16780
9/15/2025,KBV646Z,13,KEG,665940,300,BIA POA DISTRIBUTORS LIMITED,14392
9/23/2025,KCU278L,13,KEG,665860,300,BIA POA DISTRIBUTORS LIMITED,14392
9/29/2025,KBT436A,13,KEG,665677,300,BIA POA DISTRIBUTORS LIMITED,14392
9/4/2025,KDH312K,7,UDV,1056232471,387,MISTERTHREEDISTRIBUTORSLTD,22300
9/4/2025,KAT547U,7,UDV,1056232470,431,ENGIPRODISTRIBUTORSLIMITED,13600
9/5/2025,KBV646Z,13,UDV,1056232593,628,TOKI KITUI,37000
9/11/2025,KAT547U,13,UDV,1056259639,522,BIA POA DISTRIBUTORS LIMITED,19000
9/10/2025,KBV646Z,13,UDV,1056253910,529,ASPENDOS(k)LTD,33237
9/5/2025,KBT436A,13,UDV,1056242545,669,DELTA POINT MAKONGENI,20000
9/9/2025,KAT547U,7,UDV,1056253908,310,MUCHARAGE KAHURO,21500
9/16/2025,KBV646Z,13,UDV,1056276053,784,DELTA POINT MAKONGENI,20000
9/15/2025,KDH312K,7,UDV,1056274762,464,DELTA POINT MAKONGENI,12000
9/11/2025,KCU278L,13,UDV,1056253920,512,INTRICATE MARKETING EMALI,40000
9/15/2025,KCU278L,13,UDV,1056275922,615,ENGIPRODISTRIBUTORSLIMITED,19000
9/17/2025,KDH312K,7,UDV,1056283660,400,ASPENDOS(k)LTD,22900
9/18/2025,KDH312K,13,UDV,1056289912,390,KANGE NKUBU,32000
9/18/2025,KBT436A,13,UDV,1056291838,618,KISAJU KAGIO,30000
9/18/2025,KBV646Z,13,UDV,1056288289,658,KISAJU KAGIO,30000
9/23/2025,KBT436A,13,UDV,1056309249,769,KISAJU KAGIO,30000
9/19/2025,KAT547U,7,UDV,1056294099,310,ENGIPRODISTRIBUTORSLIMITED,13600
9/23/2025,KDH312K,7,UDV,1056306369,400,DELTA POINT MAKONGENI,12000
9/22/2025,KBT436A,13,UDV,1056300719,660,PEANCO KERUGOYA,33000
9/23/2025,KCU278L,13,UDV,1056308867,672,MT KENYAKARUEBEVERAGESLTD,40000
9/24/2025,KBV646Z,13,UDV,1056315165,636,KISAJU KAGIO,30000
9/25/2025,KAT547U,7,UDV,1056318267,300,PEANCO KERUGOYA,22000
9/24/2025,KBT436A,13,UDV,1056315617,600,MT KENYAKARUEBEVERAGESLTD,40000
9/25/2025,KCU278L,13,UDV,1056318235,550,KANGE NKUBU,45000
9/26/2025,KAT547U,7,UDV,1056324784,460,KANGE NKUBU,32000
9/26/2025,KDH312K,7,UDV,1056324694,460,DAKANEYKEROWCOMMUNICATIONLIMITED,21500
9/28/2025,KAT547U,7,UDV,1056330221,388,MUCHARAGE MURANGA,22900
9/23/2025,KCD001A,13,UDV,1056304959,650,HAPPYLAND NAROK,40000
9/18/2025,KCD001A,13,UDV,1056289325,630,MT KENYAKARUEBEVERAGESLTD,40000
9/28/2025,KDH312K,7,UDV,1056329538,340,MALEXEDISTRIBUTORSLIMITED KITHYUKO,23000
9/29/2025,KAT547U,7,UDV,1056332968,310,MISTERTHREEDISTRIBUTORSLTD,22300
9/30/2025,KBT436A,13,UDV,1056334187,575,WAMUTI NYERI,37000
10/1/2025,KCU278L,13,KEG,1056340446,216,SUPERLINE DISTRIBUTORS LTD SAMBURU,72000
10/1/2025,KBT436A,13,KEG,1056341574,216,BIA POA DISTRIBUTORS LIMITED,19000
10/1/2025,KBV646Z,13,KEG,1056343732,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
10/4/2025,KBT436A,13,KEG,1056353528,216,HIGHMARK ISHIARA,40000
10/4/2025,KBV646Z,13,KEG,1056354197,216,BIA POA DISTRIBUTORS LIMITED,19000
10/6/2025,KCU278L,13,KEG,1056356831,216,MUCHARAGE ENTERPRISES KANGARI,20000
10/7/2025,KBT436A,13,KEG,1056359921,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
10/7/2025,KBV646Z,13,KEG,1056359925,216,INTRICATE MARKETING EMALI KIBWEZI,41000
10/7/2025,KCU278L,13,KEG,1056363454,216,BIA POA DISTRIBUTORS LIMITED,19000
10/8/2025,KCU278L,13,KEG,1056367726,216,INTRICATE MARKETING EMALI KIBWEZI,41000
10/9/2025,KBT436A,13,KEG,1056370833,216,BIA POA DISTRIBUTORS LIMITED,19000
10/10/2025,KBV646Z,13,KEG,1056376484,216,INTRICATE MARKETING EMALI KIBWEZI,41000
10/11/2025,KCU278L,13,KEG,1056379125,216,BIA POA DISTRIBUTORS LIMITED,19000
10/12/2025,KBT436A,13,KEG,1056379853,216,BIA POA DISTRIBUTORS LIMITED,19000
10/14/2025,KBV646Z,13,KEG,1056386592,216,BIA POA DISTRIBUTORS LIMITED,19000
10/14/2025,KCU278L,13,KEG,1056386593,216,BIA POA DISTRIBUTORS LIMITED,19000
10/14/2025,KBT436A,13,KEG,1056390309,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
10/17/2025,KBV646Z,13,KEG,1056407145,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
10/17/2025,KCU278L,13,KEG,1056408364,216,INTRICATE MARKETING EMALI KIBWEZI,41000
10/17/2025,KBT436A,13,KEG,1056408366,216,INTRICATE MARKETING EMALI KIBWEZI,41000
10/19/2025,KBV646Z,13,KEG,1056410620,216,MANARA LIMITED,20000
10/20/2025,KBT436A,13,KEG,1056412571,216,MANARA LIMITED,20000
10/20/2025,KCU278L,13,KEG,1056413036,216,MANARA LIMITED,20000
10/23/2025,KCU278L,13,KEG,1056428876,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
10/27/2025,KBT436A,13,KEG,1056444129,216,DAVID MUNYAE KAKUKU,23000
10/29/2025,KBV646Z,13,KEG,1056449912,216,INTRICATE MARKETING EMALI KIBWEZI,41000
10/30/2025,KCU278L,13,KEG,1056454998,216,BIA POA DISTRIBUTORS LIMITED,19000
10/31/2025,KCU278L,13,KEG,1056459750,216,BIA POA DISTRIBUTORS LIMITED,19000
10/31/2025,KCU278L,13,KEG,1056464251,216,BIA POA DISTRIBUTORS LIMITED,19000
10/31/2025,KBT436A,13,KEG,1056464216,216,BIA POA DISTRIBUTORS LIMITED,19000
10/1/2025,KBV646Z,13,UDV,1056338038,630,KISAJU KAGIO,30000
10/3/2025,KAT547U,7,UDV,1056350797,385,ENGIPRODISTRIBUTORSLIMITED,13600
10/8/2025,KBV646Z,13,UDV,1056366635,528,IBANGUA NYERI,35000
10/11/2025,KDH312K,7,UDV,1056379525,458,INTRICATE MARKETING KIMANA,38000
10/14/2025,KDH312K,7,UDV,1056384630,480,KISAJU KAGIO,21000
10/16/2025,KDH312K,7,UDV,1056401523,458,ENGIPRODISTRIBUTORSLIMITED,13600
10/15/2025,KCU278L,13,UDV,1056397241,603,KISAJU KAGIO,30000
10/17/2025,KBT436A,13,UDV,1056402958,613,KISAJU KAGIO,30000
10/18/2025,KAT547U,75,UDV,1056408380,320,PEANCO KERUGOYA,22000
10/22/2025,KDH312K,7,UDV,1056420537,323,MALEXEDISTRIBUTORSLIMITED KITHYUKO,22000
10/21/2025,KAT547U,7,UDV,1056419621,447,ENGIPRODISTRIBUTORSLIMITED,13600
10/20/2025,KDH312K,7,UDV,1056414414,450,PEANCO KERUGOYA,22000
10/23/2025,KDH312K,7,UDV,1056429965,320,MUCHARAGE KAHURO,21500
10/22/2025,KBV646Z,13,UDV,1056419566,645,KANGE NKUBU,45000
10/26/2025,KBT436A,13,UDV,1056439707,601,DELTA POINT MAKONGENI,20000
10/26/2025,KAT547U,7,UDV,1056439689,400,ASPENDOS(K)LTD OTHAYA,27000
10/28/2025,KBT436A,13,UDV,1056444952,600,KISAJU KAGIO,30000
10/28/2025,KCU278L,13,UDV,1056448133,504,HAPPYLAND BOMET,52000
10/29/2025,KDH312K,7,UDV,1056454080,320,ASPENDOS(K)LTD OTHAYA,27000
10/27/2025,KBV646Z,13,UDV,1056442354,539,MISTERTHREEDISTRIBUTORSLTD,33000
10/29/2025,KAT547U,7,UDV,1056446340,413,ALBADI MWINGI,25000
10/30/2025,KBT436A,13,UDV,1056453121,564,KISAJU KAGIO,30000
10/30/2025,KBV646Z,13,UDV,1056457521,543,MT KENYAKARUEBEVERAGESLTD,40000
10/28/2025,KDH312K,7,UDV,1056447707,410,BIA POA DISTRIBUTORS LIMITED,19000
10/31/2025,KBV646Z,13,UDV,1056463011,775,WAMUTI NYERI,35000
11/1/2025,KBT436A,13,KEG,1056464616,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/4/2025,KBV646Z,13,KEG,1056475815,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
11/4/2025,KBT436A,13,KEG,1056474884,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
11/6/2025,KBV646Z,13,KEG,1056483739,216,BIA POA DISTRIBUTORS LIMITED,19000
11/6/2025,KBT436A,13,KEG,1056483744,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/7/2025,KBV646Z,13,KEG,1056491164,216,HIGHMARK ISHIARA,40000
11/7/2025,KCU278L,13,KEG,1056491172,216,SUPERLINE DISTRIBUTORS LTD TAVETA,72000
11/8/2025,KBT436A,13,KEG,1056493396,216,MT KENYA KARUE BEVERAGES LTD KIRITIRI,30000
11/10/2025,KCU278L,13,KEG,1056495611,216,MANARA LIMITED,20000
11/10/2025,KBT436A,13,KEG,1056499316,216,BIA POA DISTRIBUTORS LIMITED,19000
11/11/2025,KBV646Z,13,KEG,1056504421,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/12/2025,KCU278L,13,KEG,1056507753,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/13/2025,KBT436A,13,KEG,1056513594,216,MUCHARAGE ENTERPRISES KANGARI,20000
11/17/2025,KCU278L,13,KEG,1056524012,216,DAVID MUNYAE KAKUKU,23000
11/20/2025,KCU278L,13,KEG,1056535687,216,MANARA LIMITED,20000
11/19/2025,KBV646Z,13,KEG,1056536139,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/21/2025,KCU278L,13,KEG,1056546358,216,MANARA LIMITED,20000
11/26/2025,KBT436A,13,KEG,1056568138,216,BIA POA DISTRIBUTORS LIMITED,19000
11/27/2025,KBV646Z,13,KEG,1056573946,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/29/2025,KCU278L,13,KEG,1056580346,216,BIA POA DISTRIBUTORS LIMITED,19000
11/29/2025,KBT436A,13,KEG,1056579931,216,MANARA LIMITED KITENGELA,20000
11/28/2025,KBT436A,13,KEG,1056576345,216,MANARA LIMITED KITENGELA,20000
11/30/2025,KCU278L,13,KEG,1056581239,216,BIA POA DISTRIBUTORS LIMITED,19000
11/28/2025,KBV646Z,13,KEG,1056576580,216,INTRICATE MARKETING EMALI KIBWEZI,41000
11/25/2025,KBT436A,13,KEG,669440,300,BIA POA DISTRIBUTORS LIMITED,13300
11/7/2025,KCU278L,13,UDV,1056485608,719,SENATORYETUAGENCIES,28000
11/6/2025,KAT547U,7,UDV,1056482162,415,ENGIPRODISTRIBUTORSLIMITED,13600
11/8/2025,KDH312K,13,UDV,1056493088,504,KISAJU KAGIO,30000
11/10/2025,KAT547U,7,UDV,1056496599,355,ENGIPRODISTRIBUTORSLIMITED,13600
11/11/2025,KDH312K,7,UDV,1056501730,317,MUCHARAGE KAHURO,21500
11/11/2025,KBT436A,13,UDV,1056501584,659,KISAJU KAGIO,30000
11/12/2025,KDH312K,7,UDV,1056506067,300,ASPENDOS(k)LTD,22900
11/13/2025,KAT547U,7,UDV,1056512331,329,MISTERTHREEDISTRIBUTORSLTD,22300
11/13/2025,KDH312K,7,UDV,1056513833,352,KANGE NKUBU,32000
11/6/2025,KDH312K,7,UDV,1056482155,420,BIA POA DISTRIBUTORS LIMITED,12150
11/10/2025,KDH312K,7,UDV,1056496592,364,MUCHARAGE MURANGA,22900
11/17/2025,KAT547U,13,UDV,1056523875,560,SENATORYETUAGENCIES,28000
11/15/2025,KBV646Z,13,UDV,1056520744,600,MT KENYAKARUEBEVERAGESLTD,40000
11/18/2025,KBT436A,13,UDV,1056531582,658,KINGIINYA NKUBU,45000
11/19/2025,KAT547U,7,UDV,1056534688,357,ENGIPRODISTRIBUTORSLIMITED,13600
11/20/2025,KAT547U,7,UDV,1056540735,463,MISTERTHREEDISTRIBUTORSLTD,22300
11/20/2025,KBT436A,13,UDV,1056541398,710,KISAJU KAGIO,30000
11/20/2025,KDH312K,7,UDV,1056542448,313,DAKANEYKEROWCOMMUNICATIONLIMITED,21500
11/19/2025,KDH312K,7,UDV,1056531700,410,CYDEN ELDORET,50000
11/22/2025,KDH312K,7,UDV,1056550868,382,HAPPYLAND NAROK,26000
11/21/2025,KBV646Z,13,UDV,1056540914,500,MT KENYAKARUEBEVERAGESLTD,40000
11/22/2025,KBT436A,13,UDV,1056549397,500,MISTERTHREEDISTRIBUTORSLTD,32000
11/24/2025,KDH312K,7,UDV,1056552025,420,D.O STORES ELDORET,50000
11/24/2025,KCU278L,13,UDV,1056553780,600,HAPPYLAND BOMET,52000
11/26/2025,KAT547U,7,UDV,1056563651,316,MISTERTHREEDISTRIBUTORSLTD,22300
11/24/2025,KBV646Z,13,UDV,1056555101,533,TOKI KITUI,37000
11/27/2025,KDH312K,7,UDV,1056573989,446,JAOLO NAROK,26000
11/27/2025,KBT436A,13,UDV,1056574000,661,MISTERTHREEDISTRIBUTORSLTD,32000
11/27/2025,KCU278L,13,UDV,1056570144,500,KOROMOTO ELDORET,70000
11/30/2025,KBT436A,13,UDV,1056580345,742,IBANGUA NYERI,35000
11/29/2025,KDH312K,7,UDV,1056579989,313,MISTERTHREEDISTRIBUTORSLTD,22300
12/3/2025,KBT436A,7,UDV,1056595305,440,ASPENDOS(K)LTD OTHAYA,27000
12/5/2025,KBT436A,7,UDV,1056602463,350,MISTERTHREEDISTRIBUTORSLTD,22300
12/5/2025,KCU278L,13,UDV,1056604638,630,KISAJU KAGIO,30000
12/9/2025,KAT547U,7,UDV,1056621188,400,CYDEN ELDORET,50000
12/10/2025,KBT436A,13,UDV,1056618792,1044,DELTA POINT MAKONGENI,30000
12/11/2025,KDH312K,13,UDV,1056629591,555,ENGIPRODISTRIBUTORSLIMITED,19000
12/11/2025,KAT547U,13,UDV,1056625935,533,MT KENYAKARUEBEVERAGESLTD,40000
12/12/2025,KDH312K,7,UDV,1056632890,379,MISTERTHREEDISTRIBUTORSLTD,22300
12/12/2025,KCU278L,13,UDV,1056636363,538,KINGIINYA NKUBU,45000
12/13/2025,KBV646Z,7,UDV,1056640161,300,ASPENDOS(k)LTD,22900
12/14/2025,KBT436A,7,UDV,1056640794,350,MISTERTHREEDISTRIBUTORSLTD,22300
12/14/2025,KBT436A,7,UDV,1056640951,492,DAVID MUNYAE DISTRIBUTORS COMPANY,17000
12/14/2025,KAT547U,13,UDV,1056641107,847,ENGIPRODISTRIBUTORSLIMITED,19000
12/15/2025,KCU278L,13,UDV,1056642870,620,KISAJU KAGIO,30000
12/16/2025,KAT547U,13,UDV,1056648868,500,KANGE NKUBU,45000
12/17/2025,KBT436A,13,UDV,1056655441,678,HAPPYLAND BOMET,52000
12/17/2025,KBV646Z,7,UDV,1056657013,490,MISTERTHREEDISTRIBUTORSLTD,22300
12/18/2025,KAT547U,13,UDV,1056663749,738,MT KENYAKARUEBEVERAGESLTD,40000
12/19/2025,KBT436A,7,UDV,1056665755,478,MALEXEDISTRIBUTORSLIMITED KITHYUKO,22000
12/21/2025,KCU278L,13,UDV,1056674876,864,DELTA POINT MAKONGENI,30000
12/23/2025,KAT547U,13,UDV,1056684770,536,KISAJU KAGIO,30000
12/24/2025,KBV646Z,7,UDV,1056683903,300,ASPENDOS(k)LTD,22900
12/24/2025,KAT547U,13,UDV,1056685621,574,LIMS COMPANY LIMITED,72000
12/25/2025,KBV646Z,13,UDV,1056690270,672,ISHANO DISTRIBUTORS,22500
12/25/2025,KBV646Z,7,UDV,1056690704,300,ASPENDOS(K)LTD OTHAYA,27000
12/26/2025,KBT436A,7,UDV,1056691517,318,MUCHARAGE MURANGA,25000
12/26/2025,KAT547U,13,UDV,1056692136,510,BIA POA DISTRIBUTORS LIMITED,19000
12/26/2025,KCU278L,7,UDV,1056692042,301,MUCHARAGE MURANGA,40000
12/28/2025,KAT547U,13,UDV,1056694080,664,MT KENYAKARUEBEVERAGESLTD,40000
12/28/2025,KCU278L,13,UDV,1056694119,870,MT KENYAKARUEBEVERAGESLTD,40000
12/28/2025,KBV646Z,7,UDV,1056693877,300,BIA POA DISTRIBUTORS LIMITED,13000
12/29/2025,KBT436A,13,UDV,1056698177,660,ALBADI MWINGI,35000
12/29/2025,KBV646Z,7,UDV,1056698180,393,MISTERTHREEDISTRIBUTORSLTD,22300
12/2/2025,KBV646Z,13,KEG,1056589880,216,BIA POA DISTRIBUTORS LIMITED,19000
12/4/2025,KCU278L,13,KEG,1056601258,216,MT KENYA KARUE BEVERAGES LTD RUNYENJES,31500
12/4/2025,KBV646Z,13,KEG,1056601259,216,INTRICATE MARKETING EMALI KIBWEZI,41000
12/9/2025,KCU278L,13,KEG,1056618276,216,INTRICATE MARKETING EMALI KIBWEZI,41000
12/10/2025,KCU278L,13,KEG,1056626032,216,INTRICATE MARKETING EMALI KIBWEZI,41000
12/15/2025,KBV646Z,13,KEG,1056644725,216,BIA POA DISTRIBUTORS LIMITED,19000
12/16/2025,KBV646Z,13,KEG,1056652474,216,BIA POA DISTRIBUTORS LIMITED,19000
12/16/2025,KBT436A,13,KEG,1056649286,216,BIA POA DISTRIBUTORS LIMITED,19000
12/17/2025,KCU278L,13,KEG,1056655892,216,BIA POA DISTRIBUTORS LIMITED,19000
12/17/2025,KBV646Z,13,KEG,1056659073,216,INTRICATE MARKETING EMALI KIBWEZI,41000
12/18/2025,KBT436A,13,KEG,1056661787,216,INTRICATE MARKETING EMALI KIBWEZI,41000
12/19/2025,KBV646Z,13,KEG,1056667792,216,MANARA LIMITED,20000
12/19/2025,KBV646Z,13,KEG,1056669304,216,SUPERLINE DISTRIBUTORS LTD SAMBURU,72000
12/19/2025,KBT436A,13,KEG,1056667853,216,INTRICATE MARKETING EMALI KIBWEZI,41000
12/20/2025,KCU278L,13,KEG,1056673723,216,BIA POA DISTRIBUTORS LIMITED,19000
12/20/2025,KCU278L,13,KEG,1056673836,216,MANARA LIMITED,20000
12/22/2025,KBV646Z,13,KEG,1056675608,216,BIA POA DISTRIBUTORS LIMITED,19000
12/22/2025,KBT436A,13,KEG,1056676329,216,BIA POA DISTRIBUTORS LIMITED,19000
12/22/2025,KBT436A,13,KEG,1056679515,216,HIGHMARK TRADING MUKOTHIMA,54000
12/28/2025,KBV646Z,13,KEG,1056693822,216,DAVID MUNYAE DISTRIBUTORS COMPANY,23000
12/30/2025,KBT436A,13,KEG,1056695586,216,MANARA LIMITED,20000
12/30/2025,KDH312K,13,KEG,1056700297,216,MANARA LIMITED,20000
12/30/2025,KAT547U,13,KEG,1056700555,216,BIA POA DISTRIBUTORS LIMITED,19000
12/9/2025,KCU278L,13,KEG,667524,300,MANARA LIMITED,16000
12/29/2025,KDH312K,13,KEG,667622,300,BIA POA DISTRIBUTORS LIMITED,15200
